OtoNum,Fish_id,natal_iso,natal_isose,natal_start,natal_end,Date,DOY,Year,Watershed,Project,sampleYear,sampleDate,sexID,length,totalAge,Genetic_Number,Lower,Middle,Upper,dailyCPUEprop,OtoPropDaily,COratio,Strat,Quartile
39,2021_yk_039,0.714270016978052,0.00244224341166662,618.456782141633,704.668260428041,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,914,1.5,55283,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
40,2021_yk_040,0.718956994456161,0.00239206623622885,376.963822780846,594.941991579501,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,795,NA,55287,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
43,2021_yk_043,0.716113209134174,0.00206608212379302,565.533005496484,741.016590040635,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,943,NA,55287,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
46,2021_yk_046,0.718372143476098,0.00195052902958885,448.382610654368,556.772673984573,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,2,805,1.4,55287,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
48,2021_yk_048,0.715800498693763,0.00207961689273797,713.342399107561,934.250273077492,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,706,1.3,55287,0,1e-4,0.9999,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
49,2021_yk_049,0.721866385332478,0.00126705957431867,456.262113030967,631.628233296042,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,823,NA,55287,0,1,0,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
50,2021_yk_050,0.727882218760206,9.6955257993033e-4,247.601559834604,527.621150388576,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,2,884,1.4,55278,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
51,2021_yk_051,0.724369602048982,0.00123833509566915,429.728084117181,534.929279474633,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,2,821,1.4,55278,0,1,0,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
55,2021_yk_055,0.716672133319962,0.0011518103729741,547.984548785836,687.999153062875,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,721,1.3,55278,0,0.0128,0.9872,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
56,2021_yk_056,0.718861114922352,0.00103903806913124,674.918155802904,828.8993875399,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,709,1.3,55278,0,1,0,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
57,2021_yk_057,0.720176814490067,0.00229468897379904,780.645269600902,922.319079083784,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,2,830,1.4,55278,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
58,2021_yk_058,0.706317863146099,6.9502237222968e-4,315.493513338007,650.027494348807,2021-06-06,157,2021,Yukon,Lower Yukon Test Fish,2021,6/6/21,1,813,1.4,55278,0,0,1,0.10479895368724637,0.05985915492957746,1.7507589910104688,1.5399609389347475,Q1
61,2021_yk_061,0.725270558459668,0.00163824779071376,656.10081890668,755.969306312817,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,1,936,1.4,55268,0,0.0014,0.9986,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
62,2021_yk_062,0.736256344863158,9.6964935707261e-4,428.02162947702,563.517198592989,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,2,741,1.3,55268,0,1,0,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
64,2021_yk_064,0.722567819995465,0.00204861463450816,419.828641581791,619.983799023689,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,1,784,1.3,55268,0,0.9999,0,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
70,2021_yk_070,0.718544734997755,0.00126944844174257,836.179616448234,930.138510705707,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,1,877,NA,55282,0,1,0,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
72,2021_yk_072,0.721662879594311,0.00177497842662318,315.626195321746,550.807910591837,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,1,890,NA,55282,0,1e-4,0.9999,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
73,2021_yk_073,0.713227859605272,0.0025394677599476,542.230583679197,683.458291615481,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,1,728,1.4,55282,0,0,1,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
76,2021_yk_076,0.723438630685572,0.00182414495085063,949.581024123122,1037.60176622814,2021-06-07,158,2021,Yukon,Lower Yukon Test Fish,2021,6/7/21,1,719,1.3,55282,0,1,0,0.04889499983232167,0.02464788732394366,1.9837399931970507,1.5399609389347475,Q1
79,2021_yk_079,0.717644093758049,0.00228889989939281,552.506368570061,770.704448933646,2021-06-08,159,2021,Yukon,Lower Yukon Test Fish,2021,6/8/21,1,825,1.4,55272,0,1e-4,0.9999,0.01535933465240283,0.01056338028169014,1.4540170137608013,1.5399609389347475,Q2
80,2021_yk_080,0.725470523540782,0.00179878390414637,441.274286825014,645.462191561494,2021-06-08,159,2021,Yukon,Lower Yukon Test Fish,2021,6/8/21,1,901,1.4,55272,0,0.0054,0.9946,0.01535933465240283,0.01056338028169014,1.4540170137608013,1.5399609389347475,Q2
84,2021_yk_084,0.722896412659408,0.00116157017128337,785.547576944134,1035.03709151129,2021-06-08,159,2021,Yukon,Lower Yukon Test Fish,2021,6/8/21,1,777,1.4,55272,0,1,0,0.01535933465240283,0.01056338028169014,1.4540170137608013,1.5399609389347475,Q2
87,2021_yk_087,0.71840242650949,0.00133969104617098,522.20457367694,719.336918363198,2021-06-09,160,2021,Yukon,Lower Yukon Test Fish,2021,6/9/21,2,816,1.4,55265,0,0.0497,0.9503,0.020959790737449274,0.01056338028169014,1.984193523145198,1.7857741708306782,Q2
89,2021_yk_089,0.714457055128587,0.00123757105647558,429.265009019928,606.419220145049,2021-06-09,160,2021,Yukon,Lower Yukon Test Fish,2021,6/9/21,2,712,1.4,55265,2e-4,0.9998,0,0.020959790737449274,0.01056338028169014,1.984193523145198,1.7857741708306782,Q2
90,2021_yk_090,0.723976832535684,0.00194310325531625,649.545339701617,826.130252049611,2021-06-09,160,2021,Yukon,Lower Yukon Test Fish,2021,6/9/21,1,771,1.3,55265,0,0.9999,0,0.020959790737449274,0.01056338028169014,1.984193523145198,1.7857741708306782,Q2
92,2021_yk_092,0.712045366187316,0.00207580719015473,365.225222886651,531.206162100055,2021-06-10,161,2021,Yukon,Lower Yukon Test Fish,2021,6/10/21,1,727,1.4,55269,2e-4,0.9998,0,0.022368288675005867,0.01056338028169014,2.1175313279005556,1.7857741708306782,Q2
93,2021_yk_093,0.72128761354556,0.00173638038434826,278.851692678752,512.396472198108,2021-06-10,161,2021,Yukon,Lower Yukon Test Fish,2021,6/10/21,2,830,1.3,55269,0,0,1,0.022368288675005867,0.01056338028169014,2.1175313279005556,1.7857741708306782,Q2
95,2021_yk_095,0.726722682109728,0.00199641920192634,1113.89629744073,1228.7782325441,2021-06-10,161,2021,Yukon,Lower Yukon Test Fish,2021,6/10/21,2,955,1.4,55269,0,0.0023,0.9977,0.022368288675005867,0.01056338028169014,2.1175313279005556,1.7857741708306782,Q2
98,2021_yk_098,0.715652065050054,0.00317990546578223,589.554661261144,684.166438501529,2021-06-11,162,2021,Yukon,Lower Yukon Test Fish,2021,6/11/21,1,786,NA,55273,0,0,1,0.03913612126496529,0.02112676056338028,1.852443073208357,1.7857741708306782,Q2
101,2021_yk_101,0.725554682822392,0.00118298989570638,785.129062037424,890.601231189538,2021-06-11,162,2021,Yukon,Lower Yukon Test Fish,2021,6/11/21,2,851,1.4,55273,0,1,0,0.03913612126496529,0.02112676056338028,1.852443073208357,1.7857741708306782,Q2
102,2021_yk_102,0.716272941124591,0.0023820503559654,735.954633563926,808.940114926342,2021-06-11,162,2021,Yukon,Lower Yukon Test Fish,2021,6/11/21,1,876,1.4,55273,0,0,1,0.03913612126496529,0.02112676056338028,1.852443073208357,1.7857741708306782,Q2
103,2021_yk_103,0.706598006872994,8.8686626658577e-4,514.922192175073,671.78826734674,2021-06-11,162,2021,Yukon,Lower Yukon Test Fish,2021,6/11/21,1,696,1.3,55273,0,0,1,0.03913612126496529,0.02112676056338028,1.852443073208357,1.7857741708306782,Q2
104,2021_yk_104,0.715500498358962,0.00179443748304154,762.992349271242,887.628673065773,2021-06-11,162,2021,Yukon,Lower Yukon Test Fish,2021,6/11/21,2,824,1.4,55273,0,0,1,0.03913612126496529,0.02112676056338028,1.852443073208357,1.7857741708306782,Q2
105,2021_yk_105,0.715848454364316,0.00169909789513619,518.41793601435,673.138829808135,2021-06-11,162,2021,Yukon,Lower Yukon Test Fish,2021,6/11/21,1,788,1.4,55273,0,0,1,0.03913612126496529,0.02112676056338028,1.852443073208357,1.7857741708306782,Q2
110,2021_yk_110,0.70644047341242,7.6924193295826e-4,659.377471760877,849.82255678293,2021-06-12,163,2021,Yukon,Lower Yukon Test Fish,2021,6/12/21,1,751,1.4,55266,0,0,1,0.027935209094872394,0.014084507042253521,1.9833998457359399,1.7857741708306782,Q2
112,2021_yk_112,0.730925241260657,0.00178386735991443,739.118365841296,870.89211957237,2021-06-12,163,2021,Yukon,Lower Yukon Test Fish,2021,6/12/21,2,846,NA,55266,0,0.9994,6e-4,0.027935209094872394,0.014084507042253521,1.9833998457359399,1.7857741708306782,Q2
115,2021_yk_115,0.716293293781541,0.00173164106590606,560.900366478415,796.663653494519,2021-06-12,163,2021,Yukon,Lower Yukon Test Fish,2021,6/12/21,1,920,1.4,55266,0,0.0831,0.9169,0.027935209094872394,0.014084507042253521,1.9833998457359399,1.7857741708306782,Q2
117,2021_yk_117,0.714614891744357,0.0028275796835914,380.200572061736,626.672422397613,2021-06-12,163,2021,Yukon,Lower Yukon Test Fish,2021,6/12/21,1,913,1.4,55266,0,0,1,0.027935209094872394,0.014084507042253521,1.9833998457359399,1.7857741708306782,Q2
120,2021_yk_120,0.722987489903362,0.00170654784199562,402.263633580792,510.131419467723,2021-06-13,164,2021,Yukon,Lower Yukon Test Fish,2021,6/13/21,1,666,1.3,55270,0,1,0,0.01535933465240283,0.014084507042253521,1.0905127603206008,1.7857741708306782,Q2
122,2021_yk_122,0.71339834663103,0.00266103322856577,607.269226984777,734.7627368977,2021-06-13,164,2021,Yukon,Lower Yukon Test Fish,2021,6/13/21,1,791,1.4,55270,0,1,0,0.01535933465240283,0.014084507042253521,1.0905127603206008,1.7857741708306782,Q2
127,2021_yk_127,0.722173867129626,0.0018454923619656,294.624504094797,456.266266975509,2021-06-13,164,2021,Yukon,Lower Yukon Test Fish,2021,6/13/21,2,844,NA,55270,0,1,0,0.01535933465240283,0.014084507042253521,1.0905127603206008,1.7857741708306782,Q2
128,2021_yk_128,0.716139455234561,0.0012050406099473,390.412734469383,549.141768394284,2021-06-13,164,2021,Yukon,Lower Yukon Test Fish,2021,6/13/21,2,857,1.4,55270,0,5e-4,0.9995,0.01535933465240283,0.014084507042253521,1.0905127603206008,1.7857741708306782,Q2
131,2021_yk_131,0.718022925114808,0.00200957297064159,603.561606435267,850.129096872895,2021-06-14,165,2021,Yukon,Lower Yukon Test Fish,2021,6/14/21,2,849,NA,55274,0,0.0101,0.9899,0.01955129279989268,0.0035211267605633804,5.5525671551695215,0.8571716019987254,Q2
134,2021_yk_134,0.720925534908579,0.00169044680869869,666.746542912158,781.031649939478,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,2,875,1.4,55286,0,1,0,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
135,2021_yk_135,0.740521513585441,0.00197292362462112,345.14394988349,551.769878497617,2021-06-15,166,2021,Yukon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
136,2021_yk_136,0.719032842474216,0.00241782151976222,710.918533206015,921.867725038075,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,2,847,1.4,55286,0,0,1,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
138,2021_yk_138,0.71927029590197,0.00126330139767737,488.055702027356,626.965171375511,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,1,668,1.3,55286,0,1,0,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
139,2021_yk_139,0.710057410026356,0.00291924253702178,458.613796727446,611.594717491578,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,2,932,1.4,55286,0,1,0,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
140,2021_yk_140,0.718375821555906,0.00210933615855103,496.34085043971,680.362981557423,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,1,877,1.4,55286,0,0,1,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
143,2021_yk_143,0.70590005872273,7.6411908834783e-4,535.36595515268,711.757672602704,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,1,775,1.4,55275,0,0,1,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
144,2021_yk_144,0.721076147259103,0.00135370448562712,579.720570399757,691.819185402905,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,2,813,1.4,55275,0,0.0771,0.9229,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
145,2021_yk_145,0.709600094518853,0.00139446062574134,655.448593991261,838.72359351738,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,1,774,1.4,55275,0,0,1,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
147,2021_yk_147,0.715325785962443,0.00244567469067924,435.327992678929,621.408993642319,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,2,934,1.5,55275,0,0,1,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
150,2021_yk_150,0.706784263457902,0.00165897468520442,337.753904162856,570.25848138599,2021-06-15,166,2021,Yukon,Lower Yukon Test Fish,2021,6/15/21,1,748,1.3,55275,0,0,1,0.03165766792984338,0.04225352112676056,0.7492314743396268,0.8571716019987254,Q3
156,2021_yk_156,0.709785050324442,0.0018754090687025,534.583235819565,757.209024870989,2021-06-16,167,2021,Yukon,Lower Yukon Test Fish,2021,6/16/21,2,609,NA,55271,0,0.9999,0,0.0097924142325363,0.017605633802816902,0.5562091284080618,0.8571716019987254,Q3
160,2021_yk_160,0.723257017721496,0.00265095222104559,607.713039877719,762.807226734659,2021-06-16,167,2021,Yukon,Lower Yukon Test Fish,2021,6/16/21,1,640,1.2,55271,0,1,0,0.0097924142325363,0.017605633802816902,0.5562091284080618,0.8571716019987254,Q3
161,2021_yk_161,0.707176672377157,8.4789269048409e-4,547.844857434243,717.205722185013,2021-06-16,167,2021,Yukon,Lower Yukon Test Fish,2021,6/16/21,1,623,1.3,55271,1,0,0,0.0097924142325363,0.017605633802816902,0.5562091284080618,0.8571716019987254,Q3
162,2021_yk_162,0.722470705521052,0.00149045925366008,522.383580554055,620.013428341694,2021-06-17,168,2021,Yukon,Lower Yukon Test Fish,2021,6/17/21,2,634,1.3,55291,0,0,1,0.002783460209933264,0.007042253521126761,0.3952513498105235,0.8571716019987254,Q3
163,2021_yk_163,0.714509193164983,0.00199289575705841,682.831880187589,864.708195406579,2021-06-17,168,2021,Yukon,Lower Yukon Test Fish,2021,6/17/21,2,655,1.3,55291,0,0.9999,0,0.002783460209933264,0.007042253521126761,0.3952513498105235,0.8571716019987254,Q3
164,2021_yk_164,0.715915926121011,0.00164246479342318,516.192143462069,675.63934922477,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,2,832,1.4,55295,0,0,1,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
165,2021_yk_165,0.722987659565851,0.00215793687864168,701.383622396016,854.499679401226,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,1,950,1.4,55295,0,0,1,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
167,2021_yk_167,0.712227089880778,0.00286674996510333,266.133229092168,479.518713784495,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,2,878,1.4,55295,0,1,0,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
170,2021_yk_170,0.714145715371882,9.2726443759739e-4,667.633683993824,795.479998625925,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,2,814,1.4,55295,0,0,1,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
171,2021_yk_171,0.722599496087956,0.00133539271352759,849.667848196519,1039.33325182106,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,2,800,1.4,55295,0,0.9999,0,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
172,2021_yk_172,0.714986600694508,0.00299260335144182,560.057567231171,768.259456369665,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,2,763,1.3,55295,0,0,1,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
173,2021_yk_173,0.721265910265877,0.00156869635939696,617.912478926277,723.566878010961,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,2,720,1.4,55295,0,0,1,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
175,2021_yk_175,0.717853019315816,0.002739476949842,450.270622109724,586.305444884433,2021-06-18,169,2021,Yukon,Lower Yukon Test Fish,2021,6/18/21,1,955,1.5,55299,0,0,1,0.023743250947382537,0.03169014084507042,0.7492314743396268,0.8571716019987254,Q3
181,2021_yk_181,0.723959691189085,0.0016387153859979,731.842015552532,827.816632238539,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,887,1.4,55298,0,0,1,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
183,2021_yk_183,0.713372947419895,0.00280994779461263,557.037361726079,778.451739173832,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,1,662,1.3,55298,0,0,1,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
184,2021_yk_184,0.710010795417626,0.00247705833338936,661.039005473215,921.796658383689,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,1,656,1.3,55298,0,1,0,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
185,2021_yk_185,0.710885308159323,0.00178104437935186,668.20043030537,784.038042849853,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,687,1.3,55298,0,1,0,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
186,2021_yk_186,0.706595107356879,0.00114427364862174,863.100878484397,1142.88050884127,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,1,489,1.2,55277,1,0,0,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
187,2021_yk_187,0.710271798962083,0.00388971462419909,496.403777859978,741.787180051878,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,1,590,1.3,55277,0,1,0,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
188,2021_yk_188,0.714795488457606,0.00298006203921392,660.573398165026,783.445408933108,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,750,1.4,55277,0,0,1,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
191,2021_yk_191,0.720075604311724,0.00305219962161529,647.160703579993,752.457767244061,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,860,1.4,55277,0,0,1,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
192,2021_yk_192,0.724519639701138,0.00162083632238522,568.251364327408,669.294733861117,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,836,1.4,55277,0,1,0,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
193,2021_yk_193,0.728079629918872,0.0017801378509722,387.942474646021,607.407064172914,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,904,1.4,55277,0,1,0,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
195,2021_yk_195,0.729673584132388,0.00188050551508188,727.193019027202,780.459485102178,2021-06-21,172,2021,Yukon,Lower Yukon Test Fish,2021,6/21/21,2,822,1.4,55277,0,0,1,0.043328079412455145,0.03873239436619718,1.1186522321033874,1.0645378632903366,Q3
198,2021_yk_198,0.710042498038425,0.0027609369193732,621.623043334983,896.534306978315,2021-06-22,173,2021,Yukon,Lower Yukon Test Fish,2021,6/22/21,1,809,1.3,55296,0,1,0,0.013984372380026156,0.017605633802816902,0.7943123511854856,1.0645378632903366,Q4
